final_ID,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Month,Return_Month,Early_C,Days_LCtoDD,Cancelled_Pax,Total_Discount_Pax,Days_InitialOrgtoDD,SPR_Product_Type,FPP,Total_Pax,GroupGradeType,FPP_to_School_enrollment,Days_DeptoDD,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,Poverty_Code,School_Type,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeType,SchoolSizeIndicator,Retained
3611,10,10,IL,21,A,3,4,1,219,1,1,416,Science,18,17,Middle->Middle,0.013802538417201,130,1860,11,1,0.668358471092505,0.23924880473741,0,1711,0.98294753765907,1,A,PUBLIC,6,8,1068,P,0,2,326,195,Middle->Middle,L,1
3614,9,9,MA,10,T,6,6,0,263,17,8,303,East Coast,143,136,Middle->Middle,0.150724676836696,195,615,37,11,0.266969363050613,0.145208474753599,0,600,0.971056182963981,8,B,PUBLIC,6,8,958,O,1,0,0,0,Middle->Middle,L,0
3615,6,6,CA,18,A,4,5,1,197,26,5,412,East Coast,73,79,K->Middle,0.08954551078396,188,2382,43,18,0.58317953022843,0.564132940587511,1,2146,0.965481419305774,7,0,CHD,K,8,811,J,0,1,197,201,Middle->Middle,M-L,1
3616,7,7,FL,24,A,5,6,1,268,4,6,461,East Coast,48,64,PK->High,0.091685775250659,207,1557,33,1,0.526553566472219,0.166211407825173,0,1533,0.891477017786868,6,0,Private non-Christian,PK,12,584,K,1,1,249,247,Middle->Middle,M-L,1
3617,7,7,MA,18,T,6,6,1,262,6,3,381,East Coast,54,54,Middle->Middle,0.100018185134826,215,862,24,4,0.472642357769972,0.299047352332496,0,907,0.972699437580665,4,B,PUBLIC,6,8,519,N,1,0,0,0,Middle->Middle,S-M,1
3618,6,7,OK,10,A,6,6,1,269,1,2,496,East Coast,7,11,Middle->High,0.028405604450354,224,1770,3,1,0.367022230175357,0.447597036848364,0,1769,0.813087857107557,2,C,PUBLIC,8,9,302,G,0,0,0,0,Middle->Middle,S,0
3620,10,10,CA,18,A,4,4,0,235,2,2,221,East Coast,13,16,Middle->Middle,0.019597666432145,161,2090,4,2,0.280239666914131,0.237302535916945,0,2136,0.853013059051773,2,B,PUBLIC,6,8,699,P,1,0,0,0,Middle->Middle,M-L,1
3621,8,8,LA,19,A,4,5,1,231,4,2,385,East Coast,5,8,Elementary->Middle,0.025930886500696,179,1612,2,3,0.348850320417569,0.271055180668379,0,1475,0.757118820727589,2,C,PUBLIC,5,8,221,E,1,0,0,0,Middle->Middle,S,1
3622,8,8,NV,18,A,6,7,1,286,2,1,425,East Coast,25,26,Middle->Middle,0.022559271299169,203,2500,14,2,0.58035065561561,0.403317080663561,0,2633,0.963797131289238,1,B,PUBLIC,7,8,941,P,1,1,274,259,Middle->Middle,L,1
3624,9,9,MI,12,T,4,4,1,237,1,3,320,East Coast,41,41,Middle->Middle,0.053956190093702,156,775,11,1,0.25137579934404,0.628352788760836,0,786,0.918899675647878,3,B,PUBLIC,6,8,694,N,0,1,194,190,Middle->Middle,M-L,1
3626,7,8,WA,13,A,3,4,1,208,16,4,361,East Coast,20,25,Middle->Middle,0.037742669855846,185,2178,8,11,0.401034846560577,0.153795473939738,0,1982,0.848015008513433,4,C,PUBLIC,6,8,666,F,1,1,175,186,Middle->Middle,M-L,1
3628,7,7,RI,9,T,3,4,1,153,5,25,423,East Coast,209,245,Elementary->Middle,0.171248849394735,139,628,85,3,0.427778226865937,0.153605731160782,0,635,0.876585106935468,28,B,PUBLIC,5,8,1155,O,0,2,319,216,Middle->Middle,L,1
3629,3,4,CA,21,A,3,4,1,191,0,2,351,East Coast,21,21,K->Middle,0.024153418532009,145,2240,14,0,0.764583824185481,0.212812697050974,0,2475,0.927313935516236,2,B,PUBLIC,K,6,721,M,0,2,339,185,Elementary->Elementary,M-L,1
3630,13,13,NE,22,A,5,6,1,486,6,2,463,East Coast,13,14,Middle->High,0.078163130157089,360,2236,0,0,0.0,0.0,0,2056,0.875099200038722,2,B,PUBLIC,7,12,155,I,0,1,256,264,High->High,S,1
3631,10,10,KS,19,A,3,4,1,228,11,2,373,East Coast,38,35,Middle->Middle,0.032083991756705,153,1608,27,11,0.783380418564646,0.195991906458743,0,1763,0.983792431732465,2,B,PUBLIC,6,8,1039,I,0,1,193,179,Middle->Middle,L,1
3633,8,9,SD,24,A,6,7,0,254,2,1,244,East Coast,14,17,Middle->Middle,0.034383919386507,204,1634,13,2,0.79210441248706,0.274134738006225,0,1773,0.913781527679596,1,C,PUBLIC,6,8,454,L,0,1,230,240,Middle->Middle,S-M,1
3635,5,6,NY,22,A,6,7,1,275,1,1,521,Science,15,13,Middle->High,0.032745470182436,246,1754,10,1,0.860516416215481,0.361803674318472,0,1757,0.921139199571869,1,B,PUBLIC,7,12,439,N,1,2,424,266,Middle->Middle,S-M,0
3636,11,12,OR,23,A,4,5,1,252,4,1,335,East Coast,7,7,High->High,0.00832215863936,211,1984,2,4,0.285544388282388,0.158866873296304,0,1948,0.832076228535642,1,C,PUBLIC,9,12,888,H,1,1,228,234,High->High,L,0
3637,8,9,AZ,20,A,3,4,1,197,14,5,360,East Coast,31,43,Middle->Middle,0.046669767455477,181,2199,18,12,0.453419817110026,0.025389017240676,0,1941,0.912209509948427,5,B,PUBLIC,7,8,773,O,0,1,197,212,Middle->Middle,M-L,1
3638,7,9,OH,16,T,6,6,0,257,1,2,314,East Coast,22,25,Middle->Middle,0.050206619741555,168,866,14,1,0.563556412976094,0.124399091148757,0,931,0.944168559082693,2,C,PUBLIC,8,8,474,G,1,2,257,220,Middle->Middle,S-M,1
3639,3,3,CA,7,A,6,6,1,260,0,1,349,CA History,48,48,PK->Middle,0.034835018104198,165,617,0,0,0.0,0.0,0,529,0.973945817054653,1,C,PUBLIC,PK,8,1122,K,0,0,0,0,Elementary->Elementary,L,0
3641,7,8,UT,14,A,5,6,0,247,5,1,260,East Coast,13,12,Middle->High,0.015176870470131,230,1788,11,4,0.897953812803144,0.281782824516141,0,1847,0.922163767125691,1,B,PUBLIC,8,9,854,G,0,1,256,238,Middle->High,M-L,1
3642,7,8,IA,17,T,6,6,1,305,4,5,538,East Coast,46,47,Middle->Middle,0.228236026996394,241,1185,25,4,0.550997662108627,0.336222459720473,0,1239,0.882963314848922,4,A,PUBLIC,6,8,195,L,0,1,260,267,Middle->Middle,S,0
3643,8,9,MI,24,T,5,6,0,236,6,9,239,East Coast,64,86,Middle->Middle,0.112159095365556,198,747,35,2,0.47338385170402,0.225418173789836,0,845,0.920250366884999,11,B,PUBLIC,7,8,671,L,0,1,222,224,Middle->Middle,M-L,1
3644,5,6,TX,22,A,3,3,1,211,5,4,373,East Coast,29,38,Middle->Middle,0.149560454398435,126,1783,24,4,0.670422677144017,0.17393765519237,0,1786,0.891996819425848,4,C,PUBLIC,7,8,217,D,0,2,303,185,Middle->Middle,S,0
3648,5,8,WA,11,A,6,6,1,281,5,2,643,East Coast,20,23,Middle->Middle,0.059260930113859,207,1961,12,5,0.604101141424318,0.176085254549985,0,1852,0.890589565540882,2,B,PUBLIC,6,8,376,N,0,1,281,269,Middle->High,S-M,0
3650,8,10,TX,18,A,3,3,1,250,4,2,251,East Coast,18,18,Middle->Middle,0.040843855394515,151,1685,13,4,0.73818269629109,0.143272315071799,0,1646,0.878653209388004,2,C,PUBLIC,6,8,412,I,0,1,200,196,Middle->Middle,S-M,0
3651,4,4,TN,11,T,4,4,1,338,0,3,330,East Coast,41,43,PK->Middle,0.199110476672953,202,509,11,0,0.322088623800395,0.189021688398097,0,487,0.959725498242461,3,0,CHD,PK,8,160,G,1,1,243,242,Elementary->Elementary,S,0
3652,6,6,FL,10,A,5,5,0,241,7,5,310,East Coast,52,52,Middle->Middle,0.098334704106087,197,1712,38,7,0.826578747200806,0.112938260721531,1,1659,0.907209427461851,4,0,Private non-Christian,6,8,419,M,1,2,228,200,Middle->Middle,S-M,1
3653,5,6,AZ,17,A,3,3,1,192,4,1,429,East Coast,6,8,Middle->Middle,0.009066619873259,153,2018,6,3,0.846735925626601,0.139911480280253,0,2095,0.907573317042898,1,B,PUBLIC,7,8,788,O,0,2,283,202,Middle->Middle,M-L,1
3655,8,8,WA,16,A,6,7,1,282,12,6,464,East Coast,41,40,Middle->High,0.051019853167989,238,1458,25,10,0.692445143656954,0.228678633246316,0,1632,0.882221665575978,5,C,PUBLIC,8,9,695,J,0,1,274,272,Middle->Middle,M-L,1
3658,8,9,CA,24,A,3,4,1,238,3,3,459,East Coast,29,28,K->Elementary,0.321374219524972,163,1926,22,1,0.79681238700641,0.205435092466456,0,1962,0.866628725040827,4,B,PUBLIC,K,1,81,L,0,2,204,192,Middle->Middle,S,0
3659,8,8,TX,11,A,5,5,0,220,18,2,252,East Coast,27,27,Middle->Middle,0.026034956873485,201,1360,19,7,0.638343588605361,0.134470026047655,0,1235,0.972962377462988,2,B,PUBLIC,6,8,965,L,0,1,223,221,Middle->Middle,L,1
3660,6,6,WA,23,A,5,6,1,491,0,1,496,East Coast,22,23,PK->Middle,0.066502509526638,348,3252,15,1,0.688070869340133,0.357499344813085,0,3214,0.961557938602574,1,0,Private non-Christian,PK,8,341,M,1,2,453,244,Middle->Middle,S,1
3661,9,11,UT,16,A,6,6,0,226,1,1,226,East Coast,8,9,High->High,0.003133375788566,191,1731,5,0,0.639062970967266,0.0,0,1779,0.905335099900168,1,B,PUBLIC,10,12,2276,O,0,2,211,203,High->High,L,0
3665,6,6,TX,8,A,2,2,1,164,1,7,302,East Coast,65,70,PK->Middle,0.103191845082292,101,1311,50,1,0.747568957447397,0.156872649130855,0,1532,0.944274386342057,7,0,Private non-Christian,PK,8,631,K,1,1,135,152,Middle->Middle,M-L,1
3667,8,9,OR,14,A,6,7,1,489,7,1,466,East Coast,18,18,Middle->Middle,0.055043203493216,240,2196,5,7,0.280866777242645,0.124472203362882,0,1904,0.966787333276411,1,C,PUBLIC,6,8,310,E,1,2,315,275,Middle->High,S,0
3668,9,9,OH,13,T,5,6,1,258,4,8,454,East Coast,81,81,Middle->High,0.101480348831007,227,728,21,4,0.328106803640126,0.283941209311334,1,728,0.912122790778752,7,A,PUBLIC,7,12,650,L,1,1,250,257,Middle->Middle,M-L,0
3669,4,6,TX,18,A,3,3,1,229,2,2,435,East Coast,23,23,PK->Middle,0.111685784344157,157,1882,10,2,0.441474409662617,0.123044738488646,0,1848,0.927352358127554,2,0,CHD,PK,8,174,A,1,1,191,197,Middle->Middle,S,0
3670,3,3,CA,2,A,3,3,0,156,2,1,195,CA History,34,33,K->Middle,0.058527623453754,113,372,3,0,0.102980517475558,0.115332838336901,1,384,0.968847498864659,1,B,PUBLIC,K,6,554,Q,1,0,0,0,Elementary->Elementary,S-M,1
3671,5,6,WA,14,A,6,7,1,316,5,1,435,East Coast,9,10,K->Elementary,0.042616576182842,217,1829,8,3,0.872866781495657,0.087636350629541,0,1852,0.949706914469234,1,B,PUBLIC,K,5,232,O,0,1,279,280,Elementary->Middle,S,1
3675,8,8,MO,16,A,6,6,1,290,7,2,480,East Coast,15,18,Middle->Middle,0.04530009497334,220,1968,13,7,0.728979473219257,0.315980043861905,0,2067,0.88317306698896,2,B,PUBLIC,7,8,345,O,0,1,269,278,Middle->Middle,S-M,1
3677,7,9,CA,10,A,6,6,0,262,2,1,265,East Coast,6,7,Middle->Middle,0.004259451387082,218,1952,6,1,0.991243968477649,0.0,0,1929,0.862339237380176,1,B,PUBLIC,6,8,1520,Q,1,1,254,243,Middle->Middle,L,1
3678,5,6,AZ,14,A,6,6,0,294,3,1,300,East Coast,4,6,Middle->Middle,0.00827376587078,221,2054,4,2,0.784074171175564,0.70450964690625,0,2057,0.825777435294074,1,B,PUBLIC,6,8,661,J,1,1,263,249,Middle->Middle,M-L,1
3679,8,8,OR,15,A,3,3,1,201,14,2,396,East Coast,36,49,Middle->Middle,0.096719126381613,151,2604,4,2,0.096915759665683,0.0,0,2230,0.945341106696472,3,B,PUBLIC,6,8,411,G,1,1,184,182,Middle->Middle,S-M,1
3680,9,9,OR,23,A,3,4,1,183,2,1,367,East Coast,5,7,Middle->Middle,0.012593745345271,145,2094,2,1,0.398045185737862,0.0,0,2220,0.850302202587758,1,B,PUBLIC,6,8,346,N,1,1,162,155,Middle->Middle,S-M,0
3681,3,3,CA,2,A,4,4,1,236,2,4,374,CA History,59,69,K->Middle,0.127708781037401,198,441,45,2,0.598061599756346,0.161602797897399,1,420,0.93039223344031,4,0,Catholic,K,8,605,O,0,0,0,0,Elementary->Elementary,S-M,1
3682,10,10,OR,18,A,3,4,1,193,2,1,369,East Coast,6,6,Middle->Middle,0.012789001378633,159,1933,2,1,0.3975496604667,0.0,0,2239,0.809634842941805,1,B,PUBLIC,6,8,386,N,0,1,163,159,Middle->Middle,S-M,0
3686,10,12,WA,33,A,6,7,1,453,3,1,469,International,4,5,High->High,0.002954832710114,229,3879,0,0,0.0,0.524469403676978,0,3623,0.812221063285113,1,C,PUBLIC,9,12,1389,H,0,1,290,281,High->High,L,0
3687,5,7,CA,24,A,4,5,1,265,4,2,409,East Coast,17,19,PK->Middle,0.188294680882439,218,2105,10,2,0.574615123346878,0.200339778206198,0,1978,0.93200642457165,2,0,CHD,PK,8,92,J,0,1,253,261,Middle->Middle,S,0
3688,8,10,CA,23,A,3,4,1,205,8,8,423,East Coast,70,89,Middle->Middle,0.059107065650888,151,2041,47,6,0.570438084323051,0.180985987290321,0,1731,0.935884041349053,7,C,PUBLIC,6,8,1227,M,1,2,318,195,Middle->Middle,L,0
3689,6,7,CA,12,A,4,5,1,242,7,3,442,East Coast,54,51,Elementary->High,0.138535668317501,187,1804,23,7,0.508588589625542,0.273936461510601,0,1835,0.951136555491705,3,B,PUBLIC,5,12,355,O,0,1,228,223,Middle->Middle,S-M,0
3690,5,6,CA,20,A,6,6,0,279,2,2,279,East Coast,12,13,K->Middle,0.064685555892412,230,2541,10,2,0.83433897302544,0.094299535178047,0,2393,0.881620212236468,2,0,Private non-Christian,K,8,167,Z,1,0,0,0,Middle->Middle,S,1
3691,7,7,MO,15,A,5,6,1,289,4,2,402,East Coast,19,21,Middle->Middle,0.046481896042574,228,1547,15,2,0.717419674513669,0.511966965337365,0,1676,0.890830558474279,2,B,PUBLIC,6,8,413,G,0,1,249,252,Middle->Middle,S-M,1
3694,9,9,MN,15,A,3,3,1,208,7,2,364,East Coast,6,9,Middle->Middle,0.012213280451957,163,1415,4,6,0.652418547994382,0.174188181636958,0,1692,0.758898512124538,2,C,PUBLIC,6,8,492,J,1,1,194,185,Middle->Middle,S-M,1
3695,6,9,LA,15,T,5,5,0,147,6,3,164,East Coast,46,43,PK->Middle,0.071496140269274,103,968,32,0,0.769763431085012,0.112038906636364,0,995,0.920128585264907,3,D,PUBLIC,PK,8,719,A,1,1,138,145,Elementary->Middle,M-L,1
3696,4,4,MO,7,A,6,6,1,296,2,2,489,East Coast,15,18,PK->Middle,0.03449077329007,250,1230,12,1,0.819946321457712,0.270125738043903,0,1358,0.863077017321938,2,0,CHD,PK,8,514,C,1,1,285,291,Middle->Middle,S-M,1
3697,8,8,TX,10,A,3,3,1,156,5,1,152,East Coast,7,9,Middle->Middle,0.008571404549781,135,1807,4,1,0.494386323692135,0.111467116265682,0,1793,0.909602583642695,1,B,PUBLIC,6,8,947,O,0,1,154,150,Middle->Middle,L,0
3698,7,7,WA,10,A,4,4,1,428,6,3,539,East Coast,19,24,Middle->Middle,0.034100503186247,146,1616,15,7,0.604174670177963,0.195001685078474,0,1703,0.867282813140536,3,B,PUBLIC,7,8,626,L,1,1,199,204,Middle->Middle,M-L,0
3699,6,6,TX,19,A,2,3,1,184,0,2,341,East Coast,35,34,PK->High,0.064417469748668,124,1298,26,0,0.765439070411758,0.292871461203114,0,1444,0.97957409025742,2,0,CHD,PK,12,571,L,0,1,312,300,Middle->Middle,S-M,1
3701,8,9,CA,24,A,4,5,0,596,13,4,606,East Coast,25,31,Middle->Middle,0.048487125462139,165,2511,16,8,0.534586578174267,0.161746166162191,0,2575,0.912829925393529,4,B,PUBLIC,6,8,632,K,1,2,249,227,Middle->Middle,M-L,0
3704,9,10,TX,16,A,5,6,0,310,5,1,303,East Coast,3,4,Middle->Middle,0.004167577475646,216,1756,2,5,0.691357518454665,0.656245085536568,0,1513,0.77697941203959,1,C,PUBLIC,6,8,675,M,0,2,261,266,Middle->Middle,M-L,1
3705,4,5,AL,9,A,3,3,1,225,11,4,361,East Coast,25,27,K->Middle,0.01611199446068,133,1775,13,9,0.515403882470039,0.141760009183032,0,1846,0.868103870863073,4,C,PUBLIC,K,8,1626,E,0,2,344,185,Elementary->Middle,L,1
3706,5,7,TX,17,A,3,3,1,368,2,1,368,East Coast,11,14,Middle->Middle,0.017847356588847,125,2055,6,1,0.432561707035745,0.448051115678861,0,1881,0.921525328280382,1,D,PUBLIC,6,8,814,M,1,1,177,196,Middle->Middle,L,0
3708,8,8,TX,18,A,5,6,1,233,2,2,364,East Coast,15,16,Middle->Middle,0.047186186270602,208,1519,17,2,0.953335646463427,0.229338197644746,0,1673,0.878105441186812,2,C,PUBLIC,6,8,339,G,0,2,379,241,Middle->Middle,S,0
3709,9,12,NV,23,A,4,5,1,220,8,2,378,East Coast,17,21,High->High,0.014062173611472,189,2377,14,7,0.870086263233896,0.205506869873787,0,2844,0.856765067973586,2,B,PUBLIC,9,12,1360,O,1,2,316,202,High->High,L,0
3711,6,7,MA,11,A,4,4,0,184,1,2,203,Science,13,15,Middle->Middle,0.025392973599878,124,1764,8,1,0.642068123279277,0.133652741818423,0,2083,0.908686131358703,2,A,PUBLIC,6,8,572,Q,0,1,182,177,Middle->Middle,S-M,0
3712,6,6,TX,16,A,6,6,1,253,11,4,429,East Coast,41,50,Middle->Middle,0.083460696982386,220,2177,36,8,0.786940798537679,0.189031441595166,0,2106,0.880179662561302,5,B,PUBLIC,6,6,550,L,0,1,246,265,Middle->Middle,S-M,1
3713,5,6,TX,13,A,6,6,0,291,10,1,294,East Coast,9,11,PK->Elementary,0.021616697514693,206,1728,7,4,0.684149478251408,0.113643951480649,0,1690,0.884089762743329,1,C,PUBLIC,PK,5,445,C,1,1,245,239,Middle->Middle,S-M,0
3714,5,6,IN,13,A,5,6,1,360,1,1,391,East Coast,6,8,Middle->Middle,0.014509446559401,223,1311,4,1,0.673777034199394,0.312791116261285,0,1329,0.843192331619444,1,B,PUBLIC,6,8,424,E,1,0,0,0,Middle->Middle,S-M,0
3715,8,8,MA,15,T,6,6,1,254,7,4,457,East Coast,42,43,Elementary->Middle,0.084429054747382,207,756,0,0,0.0,0.0,0,682,0.925705532416539,4,C,PUBLIC,5,8,439,C,1,0,0,0,Middle->Middle,S-M,1
3717,9,9,MI,24,T,5,5,1,272,2,7,460,East Coast,54,65,Middle->Middle,0.189753095321444,186,983,30,1,0.559507651218786,0.210319625729944,0,867,0.892561308003171,7,0,Catholic,6,8,250,I,1,2,344,233,Middle->Middle,S,1
3718,9,10,GA,12,T,3,3,0,169,5,1,176,East Coast,27,32,PK->Middle,0.041125561461544,153,452,14,4,0.485050989126314,0.077932910584719,0,449,0.94043998866701,1,0,CHD,PK,8,782,P,0,0,0,0,Middle->Middle,M-L,0
3719,14,14,TX,17,A,3,4,1,177,0,1,342,East Coast,13,11,K->High,0.08574104406158,150,1613,8,0,0.70817837652454,0.105818585206023,0,1608,0.889964771264651,1,0,CHD,K,12,123,G,0,2,225,179,High->High,S,0
3724,7,7,TX,10,A,6,6,1,257,4,2,411,East Coast,13,17,Middle->Middle,0.015510617926583,208,1265,15,2,0.894426226485025,0.300794739167623,0,1291,0.928959494668607,2,B,PUBLIC,6,8,973,Q,1,1,189,178,Middle->Middle,L,0
3725,9,10,AZ,19,A,3,4,1,232,2,2,407,East Coast,19,19,K->Middle,0.046400034767331,171,1598,10,2,0.579649459666411,0.045370084640414,0,1558,0.865425460333773,2,B,PUBLIC,K,8,395,I,0,1,197,202,Middle->Middle,S-M,1
3726,8,8,CA,29,A,4,5,1,409,6,3,388,East Coast,54,48,K->Middle,0.090450797556903,327,1785,24,5,0.489429727812653,0.140816676308771,0,1848,0.939843183320555,3,0,CHD,K,8,611,P,1,1,221,222,Middle->Middle,S-M,1
3728,10,10,MA,15,T,5,5,0,250,2,5,256,East Coast,46,43,PK->Middle,0.068062840291902,193,1005,20,1,0.520475514745457,0.173325671492296,0,1057,0.927846931535071,4,0,Catholic,PK,8,671,O,0,1,215,226,Middle->Middle,M-L,1
3729,6,7,CA,23,A,6,6,1,260,0,1,459,Costa Rica,4,5,Middle->Middle,0.004283729979365,214,2649,2,0,0.48817806442058,0.0,0,2727,0.764583646497878,1,A,PUBLIC,6,8,1010,Q,1,1,250,246,Middle->Middle,L,1
3731,8,11,CA,18,A,4,5,1,263,0,2,327,East Coast,14,13,Middle->High,0.117761670011559,167,1986,1,0,0.080438277771142,0.0,0,2207,0.894836096909007,2,0,Private non-Christian,6,12,114,P,0,1,242,242,High->High,S,0
3734,5,7,TX,23,A,6,6,0,609,4,3,615,East Coast,28,34,High->High,0.051396317214567,224,1357,19,4,0.638975627641405,0.315769919751864,0,1519,0.888944897990578,3,B,PUBLIC,9,12,547,H,0,1,277,262,Middle->Middle,S-M,0
3735,10,10,CA,12,A,4,4,1,222,2,1,402,East Coast,8,11,K->High,0.015728158760261,172,2347,7,2,0.734838616631024,0.113683477426715,0,2170,0.917528492844958,1,0,CHD,K,9,664,Q,0,2,412,216,Middle->Middle,M-L,0
3736,7,8,TN,9,A,4,5,1,268,3,3,387,East Coast,50,65,K->High,0.112223709930585,171,1721,43,3,0.674633874465098,0.257798785201699,0,1582,0.963717825402001,3,0,Private non-Christian,K,12,515,L,1,1,206,220,Middle->Middle,S-M,1
3737,10,10,TX,13,A,6,6,1,310,2,1,458,East Coast,10,10,Middle->Middle,0.069619081877349,238,1637,5,1,0.552783561151812,0.255718231764703,0,1770,0.87770876021618,1,C,PUBLIC,6,8,115,C,0,2,425,264,Middle->Middle,S,1
3738,9,9,CA,18,A,3,4,1,172,3,3,358,East Coast,41,48,Middle->Middle,0.050200625988695,107,1704,19,2,0.465482903777247,0.084974758582232,0,1621,0.896758981277581,3,B,PUBLIC,6,8,961,P,1,1,172,157,Middle->Middle,L,1
3739,9,12,VA,33,A,6,7,1,303,2,1,450,Costa Rica,11,12,High->High,0.005690134648051,212,2614,8,1,0.781277278165523,0.103248575138538,0,2535,0.922590119524695,1,B,PUBLIC,9,12,1807,N,0,1,258,256,High->High,L,1
3741,9,9,CA,22,A,6,7,0,249,9,1,277,East Coast,6,5,Middle->Middle,0.005046166268827,233,1923,3,3,0.577262679074897,0.0,0,1892,0.846179687217153,1,C,PUBLIC,6,8,869,G,0,1,242,236,Middle->Middle,L,1
3742,8,8,NE,11,A,4,4,1,219,2,5,416,East Coast,122,112,PK->Middle,0.111181516596435,167,1591,55,2,0.575123658039237,0.420296118325969,0,1458,0.906844764233618,5,0,Catholic,PK,8,900,Q,1,1,204,193,Middle->Middle,L,1
3743,6,6,MA,16,T,3,3,1,276,1,6,316,East Coast,27,39,Middle->High,0.083637195308334,296,759,0,0,0.0,0.0,1,709,0.788411273298784,8,0,CHD,6,12,379,Q,0,0,0,0,Middle->Middle,S-M,1
3744,7,9,CA,15,A,3,4,1,192,15,4,308,East Coast,55,57,Middle->Middle,0.047423183619744,163,2315,29,11,0.626010317399952,0.200182150747103,0,2266,0.964803246546468,4,B,PUBLIC,6,8,1169,Q,1,1,179,184,Middle->Middle,L,1
3745,8,11,KY,15,A,6,6,0,260,1,1,276,East Coast,4,5,High->High,0.006739719041856,199,2473,3,1,0.739253345235233,0.262265565812423,0,2266,0.798396192514868,1,C,PUBLIC,9,12,557,I,0,0,0,0,High->High,M-L,0
3746,10,11,CA,19,A,6,7,1,302,6,3,413,East Coast,19,25,Middle->High,0.013036510509804,240,1950,14,5,0.686337424851563,0.337426207864651,0,1921,0.876861151537717,3,C,PUBLIC,7,12,1561,G,0,1,283,281,Middle->High,L,1
3747,9,10,AZ,9,A,3,3,1,213,7,2,365,East Coast,15,14,K->Middle,0.010652075691085,164,1766,9,5,0.71487722267358,0.0,0,1691,0.877118799264577,2,C,PUBLIC,K,8,1196,I,1,2,297,188,Middle->Middle,L,1
3749,6,6,TX,12,A,6,6,0,302,3,1,282,East Coast,8,9,Middle->Middle,0.013667404393312,217,1498,1,3,0.129540567148655,0.654631106642966,0,1638,0.874495747707773,1,B,PUBLIC,6,8,571,L,0,2,281,252,Middle->Middle,M-L,0
3750,6,6,AZ,31,A,4,5,1,249,10,11,393,East Coast,91,104,Middle->Middle,0.270725694024912,200,2074,48,8,0.611692412010365,0.075481016018737,1,2056,0.842099370434819,12,A,PUBLIC,7,8,294,Q,0,1,226,236,Middle->Middle,S,1
3751,8,8,OH,12,T,5,5,0,218,2,7,468,East Coast,103,110,Middle->Middle,0.172157358461244,190,869,28,2,0.258057136671537,0.237978230315613,0,844,0.951870958618837,7,A,PUBLIC,6,8,630,O,1,1,192,194,Middle->Middle,M-L,1
3753,11,13,MA,10,T,4,4,0,131,5,4,125,East Coast,39,43,Middle->High,0.01818507084337,125,658,20,2,0.500179167531821,0.111376072739104,0,614,0.886244371558012,4,B,PUBLIC,8,12,1983,G,1,1,129,133,High->High,L,0
3754,7,10,CA,23,A,6,6,1,281,4,2,398,Costa Rica,9,11,High->High,0.005829585471161,205,2424,7,3,0.720860434397557,0.41186637154793,0,2559,0.853475363723072,2,C,PUBLIC,9,12,1734,J,1,2,361,271,High->High,L,0
3756,10,10,NY,9,T,3,3,1,327,11,9,338,East Coast,97,122,Middle->Middle,0.136947567297977,164,460,54,9,0.485263341170456,0.090582808208316,0,458,0.948644124397635,11,C,PUBLIC,6,8,769,L,1,1,189,191,Middle->Middle,M-L,0
3757,10,10,CA,44,A,5,7,1,484,3,8,472,East Coast,42,59,PK->Middle,0.129105140137072,229,3247,32,2,0.578494504248126,0.187209398076525,0,3017,0.884276526063036,8,0,CHD,PK,8,398,O,0,2,383,241,Middle->Middle,S-M,1
3758,3,4,TX,7,A,5,5,1,278,0,1,338,East Coast,13,14,K->Middle,0.1843734304038,229,1613,13,0,0.896257206646813,0.089471508706525,0,1441,0.963332196595818,1,0,CHD,K,8,67,G,0,0,0,0,Elementary->Middle,S,0
3759,8,11,OR,15,A,6,6,0,267,3,1,244,East Coast,6,7,K->High,0.021607729407047,213,2197,5,3,0.86619047227144,0.479019408489608,0,2110,0.85660100828602,1,B,PUBLIC,K,12,276,I,1,1,244,231,High->High,S,0
3760,7,7,IN,11,A,2,3,1,201,12,8,344,East Coast,86,121,Middle->Middle,0.111995197224227,128,1174,78,14,0.659284264525212,0.238255895729341,0,1284,0.982843821861407,8,A,PUBLIC,7,8,922,P,1,1,183,196,Middle->Middle,L,1
3761,8,8,FL,19,A,5,5,1,249,3,7,431,East Coast,58,65,PK->High,0.0912279666409,202,1459,28,1,0.560894928403414,0.145682671830373,0,1744,0.925744078257289,5,0,Private non-Christian,PK,12,630,K,0,1,241,246,Middle->Middle,M-L,1
3762,11,14,TX,10,A,5,6,1,470,2,4,472,East Coast,21,27,PK->High,0.058463582964032,231,2241,19,1,0.766854912231415,0.43177878589398,0,2137,0.899632790779353,3,B,PUBLIC,PK,12,385,G,1,1,253,236,High->High,S-M,0
