ID_CRM,Poverty_Code,Region,CRM_Segment,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,SchoolSizeIndicator
C3605D,C,Other,10,PUBLIC,1,7,8,274,D,0,2,05/14/2018,09/03/2018,319,207,Middle,Middle,Middle->Middle,S
C3608B,C,Other,10,PUBLIC,1,6,8,957,B,0,1,09/04/2018,09/03/2018,267,268,Middle,Middle,Middle->Middle,L
C3609J,C,Northern California,9,PUBLIC,1,K,8,434,J,0,1,09/01/2018,08/30/2018,289,291,Middle,Middle,Middle->Middle,S-M
C3613H,C,Dallas,7,PUBLIC,1,7,9,994,H,0,1,10/24/2018,11/09/2018,143,127,Undefined,Undefined,Undefined->Undefined,L
C3618G,C,Other,9,PUBLIC,0,8,9,302,G,0,0,,,,,Middle,Middle,Middle->Middle,S
C361C,C,Other,9,PUBLIC,1,6,8,446,C,0,1,08/26/2018,09/06/2018,272,261,Middle,Middle,Middle->Middle,S-M
C3621E,C,Other,11,PUBLIC,0,5,8,221,E,1,0,,,,,Middle,Middle,Middle->Middle,S
C3626F,C,Pacific Northwest,10,PUBLIC,1,6,8,666,F,1,1,09/30/2018,09/19/2018,175,186,Middle,Middle,Middle->Middle,M-L
C3633L,C,Other,5,PUBLIC,1,6,8,454,L,0,1,10/20/2018,10/10/2018,230,240,Middle,Middle,Middle->Middle,S-M
C3636H,C,Pacific Northwest,8,PUBLIC,1,9,12,888,H,1,1,09/04/2018,08/29/2018,228,234,High,High,High->High,L
C3638G,C,Other,10,PUBLIC,1,8,8,474,G,1,2,09/22/2018,10/29/2018,257,220,Middle,Middle,Middle->Middle,S-M
C3639K,C,Southern California,4,PUBLIC,0,PK,8,1122,K,0,0,,,,,Elementary,Elementary,Elementary->Elementary,L
C3644D,C,Dallas,10,PUBLIC,1,7,8,217,D,0,2,05/06/2018,09/01/2018,303,185,Middle,Middle,Middle->Middle,S
C3645I,C,Other,9,PUBLIC,1,6,8,710,I,0,1,11/07/2018,11/09/2018,219,217,Undefined,Undefined,Undefined->Undefined,M-L
C3650I,C,Houston,11,PUBLIC,1,6,8,412,I,0,1,08/19/2018,08/23/2018,200,196,Middle,Middle,Middle->Middle,S-M
C3655J,C,Pacific Northwest,5,PUBLIC,1,8,9,695,J,0,1,09/20/2018,09/22/2018,274,272,Middle,Middle,Middle->Middle,M-L
C3662J,C,Northern California,11,PUBLIC,1,K,8,495,J,0,1,08/28/2018,08/22/2018,293,299,Middle,Middle,Middle->Middle,S-M
C3667E,C,Pacific Northwest,11,PUBLIC,1,6,8,310,E,1,2,08/11/2018,09/20/2018,315,275,Middle,High,Middle->High,S
C3686H,C,Pacific Northwest,8,PUBLIC,1,9,12,1389,H,0,1,09/06/2018,09/15/2018,290,281,High,High,High->High,L
C3688M,C,Southern California,10,PUBLIC,1,6,8,1227,M,1,2,05/14/2018,09/14/2018,318,195,Middle,Middle,Middle->Middle,L
C3694J,C,Other,10,PUBLIC,1,6,8,492,J,1,1,09/02/2018,09/11/2018,194,185,Middle,Middle,Middle->Middle,S-M
C369F,C,Other,2,PUBLIC,1,6,8,395,F,0,2,08/31/2018,09/20/2018,240,220,Middle,Middle,Middle->Middle,S-M
C3704M,C,Dallas,9,PUBLIC,1,6,8,675,M,0,2,09/12/2018,09/07/2018,261,266,Middle,Middle,Middle->Middle,M-L
C3705E,C,Other,11,PUBLIC,1,K,8,1626,E,0,2,04/02/2018,09/08/2018,344,185,Elementary,Middle,Elementary->Middle,L
C3708G,C,Houston,9,PUBLIC,1,6,8,339,G,0,2,05/15/2018,09/30/2018,379,241,Middle,Middle,Middle->Middle,S
C3713C,C,Houston,4,PUBLIC,1,PK,5,445,C,1,1,10/01/2018,10/07/2018,245,239,Middle,Middle,Middle->Middle,S-M
C3715C,C,Other,9,PUBLIC,0,5,8,439,C,1,0,,,,,Middle,Middle,Middle->Middle,S-M
C3721J,C,Other,7,PUBLIC,1,6,8,985,J,0,1,10/12/2018,09/30/2018,239,251,Middle,Undefined,Middle->Undefined,L
C3737C,C,Dallas,10,PUBLIC,1,6,8,115,C,0,2,04/02/2018,09/10/2018,425,264,Middle,Middle,Middle->Middle,S
C373H,C,Other,11,PUBLIC,1,6,8,666,H,0,1,09/06/2018,09/02/2018,191,195,Middle,Middle,Middle->Middle,M-L
C3741G,C,Southern California,9,PUBLIC,1,6,8,869,G,0,1,10/13/2018,10/19/2018,242,236,Middle,Middle,Middle->Middle,L
C3745I,C,Other,8,PUBLIC,0,9,12,557,I,0,0,,,,,High,High,High->High,M-L
C3746G,C,Southern California,10,PUBLIC,1,7,12,1561,G,0,1,09/08/2018,09/10/2018,283,281,Middle,High,Middle->High,L
C3747I,C,Other,5,PUBLIC,1,K,8,1196,I,1,2,05/14/2018,08/31/2018,297,188,Middle,Middle,Middle->Middle,L
C3754J,C,Southern California,7,PUBLIC,1,9,12,1734,J,1,2,06/11/2018,09/09/2018,361,271,High,High,High->High,L
C3756L,C,Other,10,PUBLIC,1,6,8,769,L,1,1,09/05/2018,09/03/2018,189,191,Middle,Middle,Middle->Middle,M-L
C3767O,C,Southern California,5,PUBLIC,1,K,8,1230,O,1,1,09/23/2018,09/29/2018,206,200,Middle,Middle,Middle->Middle,L
C3768F,C,Other,9,PUBLIC,1,5,7,849,F,0,1,10/12/2018,10/10/2018,232,234,Middle,Middle,Middle->Middle,L
C3770C,C,Northern California,5,PUBLIC,1,K,8,698,C,1,1,08/13/2018,08/21/2018,296,288,Middle,Middle,Middle->Middle,M-L
C3772I,C,Dallas,10,PUBLIC,0,7,8,846,I,1,0,,,,,Middle,Middle,Middle->Middle,M-L
C3776F,C,Other,11,PUBLIC,1,7,12,230,F,1,1,09/30/2018,10/07/2018,235,228,Middle,High,Middle->High,S
C3777C,C,Dallas,10,PUBLIC,1,5,8,418,C,1,1,10/04/2018,10/01/2018,247,250,Middle,Middle,Middle->Middle,S-M
C377J,C,Dallas,10,PUBLIC,1,6,8,821,J,1,2,09/24/2018,09/30/2018,265,259,Middle,Middle,Middle->Middle,L
C378B,C,Houston,1,PUBLIC,1,6,8,1460,B,1,1,09/14/2018,09/08/2018,269,275,Middle,Middle,Middle->Middle,L
C3797J,C,Pacific Northwest,5,PUBLIC,1,6,8,465,J,1,1,11/04/2018,10/26/2018,220,229,Middle,Middle,Middle->Middle,S-M
C3799I,C,Other,10,PUBLIC,1,7,8,723,I,1,1,09/10/2018,09/03/2018,271,278,Middle,Middle,Middle->Middle,M-L
C3816E,C,Other,9,PUBLIC,1,6,8,460,E,0,1,05/19/2019,05/18/2019,25,26,Middle,Middle,Middle->Middle,S-M
C3825Z,C,Other,10,PUBLIC,1,PK,8,904,Z,0,1,10/12/2018,10/13/2018,231,230,Middle,Middle,Middle->Middle,L
C382C,C,Houston,10,PUBLIC,1,7,8,248,C,0,1,09/09/2018,09/03/2018,265,271,Middle,Middle,Middle->Middle,S
C3834E,C,Other,10,PUBLIC,1,6,8,339,E,1,1,10/06/2018,10/24/2018,243,225,Middle,Middle,Middle->Middle,S-M
C383O,C,Northern California,10,PUBLIC,1,K,8,624,O,0,1,10/18/2018,10/28/2018,246,236,Middle,Middle,Middle->Middle,M-L
C3841P,C,Southern California,5,PUBLIC,0,K,8,1096,P,1,0,,,,,Elementary,Elementary,Elementary->Elementary,L
C3847D,C,Other,10,PUBLIC,1,6,8,825,D,1,2,02/03/2018,09/21/2018,405,175,Middle,Middle,Middle->Middle,M-L
C3856P,C,Other,5,PUBLIC,1,K,8,1029,P,1,1,10/12/2018,10/27/2018,228,213,Middle,Middle,Middle->Middle,L
C3863J,C,Pacific Northwest,5,PUBLIC,1,6,8,1041,J,1,1,09/20/2018,09/19/2018,267,268,Middle,Middle,Middle->Middle,L
C3865Z,C,Houston,9,PUBLIC,1,9,12,608,Z,1,1,11/04/2018,11/07/2018,223,220,High,High,High->High,M-L
C3868D,C,Northern California,9,PUBLIC,1,K,8,267,D,0,1,01/07/2018,01/11/2018,531,527,Middle,Middle,Middle->Middle,S
C3877H,C,Northern California,11,PUBLIC,1,K,5,420,H,1,2,05/23/2018,08/27/2018,381,285,Middle,Middle,Middle->Middle,S-M
C3881N,C,Southern California,5,PUBLIC,1,7,8,1034,N,1,1,08/20/2018,08/13/2018,305,312,Middle,Middle,Middle->Middle,L
C3888E,C,Other,10,PUBLIC,0,5,8,204,E,1,0,,,,,Middle,Middle,Middle->Middle,S
C3894I,C,Pacific Northwest,5,PUBLIC,1,6,8,895,I,0,2,05/17/2018,09/07/2018,322,209,Middle,Middle,Middle->Middle,L
C3897E,C,Other,10,PUBLIC,1,6,8,618,E,0,1,09/17/2018,09/30/2018,225,212,Middle,Middle,Middle->Middle,M-L
C3899O,C,Southern California,5,PUBLIC,1,6,8,883,O,1,1,09/25/2018,09/23/2018,205,207,Middle,Middle,Middle->Middle,L
C389C,C,Other,2,PUBLIC,1,K,8,482,C,0,1,12/05/2018,12/13/2018,181,173,Elementary,Middle,Elementary->Middle,S-M
C3904E,C,Southern California,4,PUBLIC,1,K,5,639,E,1,2,10/12/2018,10/15/2018,227,224,Elementary,Elementary,Elementary->Elementary,M-L
C3915I,C,Houston,9,PUBLIC,1,6,8,656,I,0,2,04/10/2018,08/24/2018,429,293,Middle,Middle,Middle->Middle,M-L
C3921C,C,Dallas,11,PUBLIC,1,6,8,290,C,1,2,11/01/2018,12/13/2018,216,174,Middle,Middle,Middle->Middle,S
C3923F,C,Dallas,1,PUBLIC,1,K,8,678,F,0,1,09/10/2018,09/14/2018,272,268,Middle,Middle,Middle->Middle,M-L
C3924O,C,Southern California,5,PUBLIC,1,6,8,669,O,1,1,09/28/2018,09/28/2018,183,183,Middle,Middle,Middle->Middle,M-L
C3928I,C,Other,1,PUBLIC,1,6,8,567,I,1,2,04/16/2018,09/22/2018,342,183,Middle,Middle,Middle->Middle,M-L
C3932C,C,Other,10,PUBLIC,1,PK,6,359,C,1,1,10/08/2018,10/11/2018,187,184,Middle,Middle,Middle->Middle,S-M
C3935F,C,Other,10,PUBLIC,1,6,8,224,F,1,1,09/20/2018,09/09/2018,193,204,Middle,Middle,Middle->Middle,S
C3941H,C,Northern California,6,PUBLIC,1,7,8,726,H,0,2,09/25/2018,10/06/2018,272,261,Middle,Middle,Middle->Middle,M-L
C3943I,C,Other,10,PUBLIC,1,6,8,526,I,1,1,10/15/2018,10/12/2018,200,203,Middle,Middle,Middle->Middle,S-M
C3944C,C,Other,2,PUBLIC,1,PK,7,524,C,0,1,08/17/2018,08/25/2018,241,233,Middle,Middle,Middle->Middle,S-M
C3946L,C,Pacific Northwest,10,PUBLIC,1,7,8,275,L,0,1,09/22/2018,09/23/2018,268,267,High,High,High->High,S
C3952D,C,Other,7,PUBLIC,1,PK,12,570,D,0,2,09/14/2018,11/13/2018,260,200,Middle,Middle,Middle->Middle,M-L
C3963O,C,Northern California,4,PUBLIC,1,1,6,500,O,0,2,05/19/2018,09/15/2018,397,278,Elementary,Middle,Elementary->Middle,S-M
C3966F,C,Other,11,PUBLIC,1,6,8,908,F,0,2,09/03/2018,09/26/2018,203,180,Undefined,Undefined,Undefined->Undefined,L
C396P,C,Other,10,PUBLIC,1,PK,8,553,P,0,1,11/29/2018,11/30/2018,180,179,Middle,Middle,Middle->Middle,M-L
C3981K,C,Other,5,PUBLIC,1,6,8,103,K,0,2,05/18/2018,09/04/2018,373,264,Middle,Undefined,Middle->Undefined,S
C3992L,C,Southern California,4,PUBLIC,1,K,5,674,L,0,1,10/21/2018,10/16/2018,227,232,Elementary,Elementary,Elementary->Elementary,M-L
C4008F,C,Other,9,PUBLIC,1,PK,12,295,F,0,1,08/18/2018,08/13/2018,309,314,High,High,High->High,S
C4012C,C,Other,8,PUBLIC,0,9,12,191,C,1,0,,,,,High,High,High->High,S
C4020F,C,Other,10,PUBLIC,1,5,8,331,F,1,1,09/16/2018,09/14/2018,258,260,Middle,Middle,Middle->Middle,S
C4024H,C,Other,10,PUBLIC,1,6,8,805,H,1,1,09/06/2018,09/06/2018,270,270,Middle,Middle,Middle->Middle,M-L
C4026K,C,Dallas,9,PUBLIC,1,6,8,904,K,1,1,09/11/2018,09/11/2018,171,171,Middle,Middle,Middle->Middle,L
C4030G,C,Other,9,PUBLIC,1,6,8,675,G,1,1,09/27/2018,09/19/2018,204,212,Middle,Middle,Middle->Middle,M-L
C403K,C,Other,8,PUBLIC,0,6,8,1253,K,0,0,,,,,Middle,Middle,Middle->Middle,L
C4044O,C,Other,9,PUBLIC,1,6,8,836,O,1,1,09/15/2018,09/23/2018,178,170,Middle,Middle,Middle->Middle,M-L
C4048F,C,Dallas,11,PUBLIC,1,6,8,351,F,1,1,09/22/2018,09/29/2018,254,247,Middle,Middle,Middle->Middle,S-M
C4049C,C,Other,11,PUBLIC,1,8,8,315,C,1,1,08/25/2018,09/01/2018,272,265,Middle,Middle,Middle->Middle,S-M
C4052E,C,Other,10,PUBLIC,1,6,8,400,E,0,1,09/02/2018,09/19/2018,265,248,Middle,Middle,Middle->Middle,S-M
C4059J,C,Dallas,9,PUBLIC,1,7,9,885,J,1,1,05/23/2018,05/15/2018,375,383,Middle,High,Middle->High,L
C4062C,C,Other,2,PUBLIC,1,K,8,493,C,0,1,12/10/2018,12/03/2018,176,183,Elementary,Middle,Elementary->Middle,S-M
C4064H,C,Houston,10,PUBLIC,1,6,8,858,H,1,2,05/14/2018,09/17/2018,302,176,Middle,Middle,Middle->Middle,L
C4068C,C,Other,1,PUBLIC,0,PK,8,365,C,0,0,,,,,Middle,Middle,Middle->Middle,S-M
C4069K,C,Other,11,PUBLIC,1,6,8,197,K,0,2,04/04/2018,10/18/2018,348,151,Middle,High,Middle->High,S
C4073F,C,Other,10,PUBLIC,1,6,8,842,F,1,1,09/15/2018,09/15/2018,186,186,Middle,Middle,Middle->Middle,M-L
C4077E,C,Other,4,PUBLIC,1,K,5,489,E,0,1,08/31/2018,09/02/2018,244,242,Middle,Undefined,Middle->Undefined,S-M
C4079E,C,Other,10,PUBLIC,1,6,8,221,E,0,2,04/13/2018,11/13/2018,420,206,Middle,Middle,Middle->Middle,S
C407I,C,Houston,10,PUBLIC,1,6,8,748,I,0,1,10/11/2018,10/09/2018,238,240,Middle,Middle,Middle->Middle,M-L
C4080G,C,Northern California,5,PUBLIC,1,6,8,558,G,1,2,03/21/2018,10/31/2018,456,232,Middle,Middle,Middle->Middle,S-M
C4085G,C,Dallas,10,PUBLIC,1,6,8,492,G,0,1,09/04/2018,09/06/2018,275,273,Middle,Middle,Middle->Middle,S-M
C408D,C,Other,7,PUBLIC,1,PK,12,651,D,0,2,09/09/2018,11/04/2018,258,202,Middle,Middle,Middle->Middle,M-L
C4093L,C,Other,5,PUBLIC,1,6,8,681,L,1,1,05/24/2018,05/28/2018,382,378,Middle,Middle,Middle->Middle,M-L
C4103I,C,Northern California,5,PUBLIC,1,7,8,816,I,1,1,09/06/2018,09/06/2018,269,269,Undefined,Undefined,Undefined->Undefined,M-L
C4107G,C,Southern California,10,PUBLIC,1,7,8,905,G,1,1,09/06/2018,09/20/2018,275,261,Middle,Middle,Middle->Middle,L
C4110N,C,Southern California,5,PUBLIC,1,7,8,981,N,0,1,08/23/2018,08/15/2018,299,307,Middle,Middle,Middle->Middle,L
C4121B,C,Other,10,PUBLIC,1,6,8,949,B,0,1,09/11/2018,09/12/2018,253,252,Middle,Middle,Middle->Middle,L
C4122F,C,Pacific Northwest,5,PUBLIC,1,7,8,306,F,1,1,09/20/2018,10/05/2018,263,248,Middle,High,Middle->High,S
C4123E,C,Other,4,PUBLIC,1,4,6,388,E,0,2,08/25/2018,09/22/2018,279,251,Middle,Middle,Middle->Middle,S-M
C4126E,C,Other,1,PUBLIC,1,5,7,352,E,0,2,04/28/2018,09/15/2018,290,150,Middle,Middle,Middle->Middle,S-M
C4128A,C,Southern California,5,PUBLIC,1,6,8,360,A,1,2,09/09/2018,09/12/2018,255,252,High,High,High->High,S
C4139O,C,Southern California,5,PUBLIC,1,6,8,971,O,1,1,09/12/2018,09/21/2018,244,235,Middle,Middle,Middle->Middle,L
C4144I,C,Other,11,PUBLIC,1,5,8,725,I,0,1,08/01/2018,08/08/2018,275,268,Middle,Middle,Middle->Middle,M-L
C4147E,C,Other,10,PUBLIC,1,6,8,229,E,0,1,10/10/2018,10/02/2018,170,178,Middle,Middle,Middle->Middle,S
C4148F,C,Other,4,PUBLIC,1,3,5,299,F,0,1,09/13/2018,09/08/2018,238,243,Elementary,Elementary,Elementary->Elementary,S
C4149L,C,Other,10,PUBLIC,1,6,8,766,L,1,1,09/21/2018,09/25/2018,238,234,Middle,Middle,Middle->Middle,M-L
C4151P,C,Southern California,4,PUBLIC,1,K,5,464,P,0,1,10/10/2018,10/13/2018,240,237,Elementary,Elementary,Elementary->Elementary,S-M
C4152G,C,Other,10,PUBLIC,1,5,8,678,G,0,1,09/13/2018,09/04/2018,239,248,Middle,Middle,Middle->Middle,M-L
C4163D,C,Southern California,10,PUBLIC,1,6,8,856,D,0,1,10/04/2018,10/11/2018,235,228,Middle,Middle,Middle->Middle,L
C4165F,C,Dallas,10,PUBLIC,1,7,8,209,F,1,1,08/28/2018,09/02/2018,200,195,Middle,High,Middle->High,S
C4175Q,C,Other,8,PUBLIC,0,9,12,372,Q,1,0,,,,,Undefined,Undefined,Undefined->Undefined,S-M
C4187E,C,Dallas,6,PUBLIC,0,7,8,557,E,0,0,,,,,Middle,Middle,Middle->Middle,S-M
C418P3,C,Other,10,PUBLIC,0,6,7,229,P3,0,0,,,,,Middle,Middle,Middle->Middle,S
C4192Q,C,Southern California,4,PUBLIC,0,K,5,475,Q,1,0,,,,,Elementary,Elementary,Elementary->Elementary,S-M
C4209F,C,Houston,1,PUBLIC,1,PK,8,301,F,0,1,03/20/2019,03/22/2019,86,84,Middle,Middle,Middle->Middle,S
C4218K,C,Pacific Northwest,5,PUBLIC,0,5,11,438,K,0,0,,,,,Middle,High,Middle->High,S-M
C4219G,C,Dallas,11,PUBLIC,1,6,8,576,G,0,2,08/28/2018,09/02/2018,271,266,Middle,Middle,Middle->Middle,M-L
C4221Z,C,Pacific Northwest,10,PUBLIC,1,6,12,174,Z,1,1,03/11/2018,03/10/2018,401,402,Middle,Middle,Middle->Middle,S
C4225F,C,Dallas,11,PUBLIC,1,6,8,688,F,0,2,04/25/2018,10/13/2018,409,238,Middle,Middle,Middle->Middle,M-L
C4227Q,C,Other,5,PUBLIC,1,6,8,1090,Q,1,1,09/10/2018,08/28/2018,272,285,Middle,Middle,Middle->Middle,L
C422I,C,Houston,11,PUBLIC,1,7,8,771,I,0,2,04/06/2018,10/03/2018,422,242,Middle,Middle,Middle->Middle,M-L
C4230H,C,Dallas,4,PUBLIC,1,K,6,799,H,0,2,10/07/2018,12/08/2018,248,186,Middle,Middle,Middle->Middle,M-L
C4231G,C,Other,8,PUBLIC,1,9,12,1634,G,1,1,10/08/2018,10/10/2018,142,140,High,High,High->High,L
C4242B,C,Dallas,9,PUBLIC,1,7,8,493,B,0,1,10/27/2018,10/25/2018,235,237,Middle,Middle,Middle->Middle,S-M
C4243L,C,Southern California,4,PUBLIC,1,K,5,673,L,1,1,10/18/2018,10/04/2018,236,250,Elementary,Elementary,Elementary->Elementary,M-L
C4245K,C,Houston,11,PUBLIC,1,6,8,1321,K,0,2,05/22/2018,10/15/2018,380,234,Middle,Middle,Middle->Middle,L
C4246B,C,Houston,1,PUBLIC,1,6,8,1250,B,1,1,09/22/2018,09/05/2018,251,268,Middle,Middle,Middle->Middle,L
C4249F,C,Southern California,4,PUBLIC,1,PK,5,951,F,0,2,04/29/2018,09/07/2018,398,267,Elementary,Elementary,Elementary->Elementary,L
C425A,C,Other,2,PUBLIC,1,6,8,569,A,1,2,05/22/2018,09/07/2018,324,216,Middle,Middle,Middle->Middle,M-L
C4280N,C,Northern California,5,PUBLIC,1,K,8,365,N,1,1,08/29/2018,09/14/2018,232,216,Middle,Middle,Middle->Middle,S-M
C4289E,C,Other,10,PUBLIC,1,6,8,273,E,1,1,08/25/2018,08/20/2018,275,280,Middle,Middle,Middle->Middle,S
C4294F,C,Other,4,PUBLIC,1,3,5,288,F,0,1,09/15/2018,09/28/2018,232,219,Elementary,Elementary,Elementary->Elementary,S
C4298O,C,Houston,7,PUBLIC,1,6,8,935,O,1,2,04/29/2018,09/16/2018,315,175,Middle,Middle,Middle->Middle,L
C429E,C,Other,9,PUBLIC,1,7,8,156,E,0,1,09/11/2018,09/19/2018,257,249,Middle,Middle,Middle->Middle,S
C4314F,C,Dallas,10,PUBLIC,1,6,8,331,F,1,2,05/27/2018,09/05/2018,370,269,Middle,Middle,Middle->Middle,S-M
C431G,C,Other,8,PUBLIC,1,9,12,354,G,0,1,10/11/2018,10/12/2018,179,178,High,High,High->High,S-M
C4320J,C,Other,2,PUBLIC,1,K,8,478,J,1,1,09/05/2018,09/09/2018,250,246,Middle,Middle,Middle->Middle,S-M
C4328F,C,Other,9,PUBLIC,1,K,8,300,F,0,1,08/14/2018,08/17/2018,211,208,Middle,Middle,Middle->Middle,S
C4330Q,C,Southern California,4,PUBLIC,1,K,5,456,Q,1,1,11/13/2018,11/08/2018,211,216,Elementary,Elementary,Elementary->Elementary,S-M
C4331F,C,Dallas,11,PUBLIC,1,6,8,777,F,1,1,08/29/2018,09/08/2018,283,273,Middle,Middle,Middle->Middle,M-L
C4332E,C,Pacific Northwest,5,PUBLIC,1,6,8,230,E,0,1,09/04/2018,09/18/2018,288,274,Middle,Middle,Middle->Middle,S
C4333M,C,Southern California,5,PUBLIC,1,7,8,580,M,0,1,11/16/2018,11/15/2018,199,200,Middle,Middle,Middle->Middle,M-L
C4334L,C,Southern California,10,PUBLIC,1,6,8,571,L,0,1,09/27/2018,09/18/2018,266,275,Middle,Middle,Middle->Middle,M-L
C4336D,C,Other,2,PUBLIC,1,6,9,422,D,0,1,11/01/2018,11/03/2018,207,205,Middle,Middle,Middle->Middle,S-M
C4343H,C,Northern California,10,PUBLIC,1,7,8,727,H,1,2,04/03/2018,09/09/2018,391,232,Middle,Middle,Middle->Middle,M-L
C4348H,C,Southern California,10,PUBLIC,1,6,8,2011,H,1,1,09/17/2018,09/26/2018,283,274,Middle,Middle,Middle->Middle,L
C4353F,C,Other,1,PUBLIC,1,PK,8,1288,F,0,1,03/25/2019,03/18/2019,70,77,Undefined,Undefined,Undefined->Undefined,L
C4355L,C,Northern California,5,PUBLIC,1,7,8,965,L,1,1,09/28/2018,09/18/2018,202,212,Middle,Middle,Middle->Middle,L
C4358J,C,Houston,9,PUBLIC,1,6,8,1135,J,0,2,05/13/2018,09/05/2018,391,276,Middle,Middle,Middle->Middle,L
C4363F,C,Dallas,11,PUBLIC,1,7,8,190,F,1,1,08/31/2018,08/30/2018,194,195,Middle,High,Middle->High,S
C4364L,C,Dallas,10,PUBLIC,1,7,8,649,L,0,2,05/27/2018,09/13/2018,379,270,Middle,Middle,Middle->Middle,M-L
C4369O,C,Houston,7,PUBLIC,1,6,8,944,O,0,2,05/11/2018,09/07/2018,311,192,Middle,Middle,Middle->Middle,L
C4370C,C,Other,8,PUBLIC,0,9,12,356,C,0,0,,,,,High,High,High->High,S-M
C4372M,C,Other,10,PUBLIC,1,6,8,472,M,1,1,09/16/2018,09/24/2018,254,246,Middle,Middle,Middle->Middle,S-M
C4374M,C,Other,1,PUBLIC,1,7,12,2163,M,1,1,10/28/2018,10/30/2018,174,172,Middle,Middle,Middle->Middle,L
C4378L,C,Other,9,PUBLIC,1,6,8,910,L,1,2,04/30/2018,09/14/2018,332,195,Middle,Middle,Middle->Middle,L
C4379M,C,Southern California,10,PUBLIC,1,K,8,1234,M,0,2,04/23/2018,09/04/2018,352,218,Middle,High,Middle->High,L
C4383I,C,Other,11,PUBLIC,1,7,8,686,I,0,1,09/07/2018,09/12/2018,183,178,Middle,Middle,Middle->Middle,M-L
C4384C,C,Other,5,PUBLIC,1,K,8,471,C,1,2,04/20/2018,09/03/2018,400,264,Middle,High,Middle->High,S-M
C4386L,C,Other,11,PUBLIC,1,K,12,1306,L,1,2,02/08/2018,09/03/2018,473,266,Middle,Middle,Middle->Middle,L
C4398K,C,Southern California,4,PUBLIC,1,K,5,882,K,0,1,08/21/2018,08/26/2018,215,210,Elementary,Elementary,Elementary->Elementary,L
C43L,C,Other,1,PUBLIC,1,6,8,1057,L,1,1,09/09/2018,09/02/2018,245,252,Middle,Middle,Middle->Middle,L
C4412E,C,Houston,9,PUBLIC,1,6,8,944,E,1,2,05/15/2018,09/11/2018,297,178,Middle,Middle,Middle->Middle,L
C4419F,C,Other,4,PUBLIC,1,3,5,312,F,1,1,09/26/2018,09/27/2018,223,222,Elementary,Elementary,Elementary->Elementary,S
C4421I,C,Pacific Northwest,5,PUBLIC,1,6,8,716,I,0,2,09/11/2018,09/23/2018,193,181,Middle,High,Middle->High,M-L
C4428J,C,Other,11,PUBLIC,1,6,8,379,J,0,1,09/23/2018,09/12/2018,210,221,Middle,Middle,Middle->Middle,S-M
C4434D,C,Other,10,PUBLIC,1,6,8,416,D,0,2,09/17/2018,10/05/2018,263,245,Middle,Middle,Middle->Middle,S-M
C4436G,C,Houston,10,PUBLIC,1,6,8,348,G,1,2,05/17/2018,10/13/2018,377,228,Middle,Middle,Middle->Middle,S
C4440C,C,Other,9,PUBLIC,1,6,8,923,C,0,1,09/24/2018,09/23/2018,215,216,Middle,Middle,Middle->Middle,L
C4441E,C,Pacific Northwest,11,PUBLIC,1,6,8,287,E,0,2,08/22/2018,09/11/2018,295,275,Middle,High,Middle->High,S
C4442E,C,Other,10,PUBLIC,1,6,8,832,E,1,1,09/06/2018,08/24/2018,214,227,Middle,Middle,Middle->Middle,M-L
C4444D,C,Other,4,PUBLIC,0,PK,5,654,D,0,0,,,,,Elementary,Elementary,Elementary->Elementary,M-L
C4445L,C,Dallas,9,PUBLIC,1,6,8,1152,L,0,1,08/24/2018,09/01/2018,282,274,Middle,Middle,Middle->Middle,L
C4450L,C,Houston,10,PUBLIC,1,6,8,1426,L,1,1,08/20/2018,08/21/2018,206,205,Middle,Middle,Middle->Middle,L
C445I,C,Southern California,10,PUBLIC,1,K,5,580,I,0,2,04/24/2018,09/27/2018,413,257,Middle,Middle,Middle->Middle,M-L
C4477G,C,Dallas,10,PUBLIC,1,6,8,240,G,0,1,05/20/2018,05/21/2018,295,294,Middle,Middle,Middle->Middle,S
C4481B,C,Other,11,PUBLIC,1,6,8,528,B,0,1,09/01/2018,08/23/2018,186,195,Middle,Middle,Middle->Middle,S-M
C4485I,C,Houston,9,PUBLIC,1,7,8,489,I,1,2,09/22/2018,10/07/2018,255,240,Middle,Middle,Middle->Middle,S-M
C4486K,C,Other,9,PUBLIC,1,K,8,1001,K,1,1,11/05/2018,11/17/2018,211,199,Undefined,Undefined,Undefined->Undefined,L
C4487N,C,Southern California,5,PUBLIC,1,6,8,1645,N,0,1,10/01/2018,10/08/2018,262,255,Middle,Middle,Middle->Middle,L
C4501L,C,Other,9,PUBLIC,1,PK,8,841,L,0,1,09/10/2018,09/30/2018,261,241,Middle,Middle,Middle->Middle,L
C4510K,C,Other,9,PUBLIC,1,6,8,531,K,0,1,09/23/2018,09/12/2018,215,226,Middle,Middle,Middle->Middle,S-M
C4514N,C,Southern California,4,PUBLIC,1,K,5,797,N,0,2,09/18/2018,10/06/2018,241,223,Elementary,Elementary,Elementary->Elementary,M-L
C4519H,C,Other,11,PUBLIC,1,K,8,123,H,1,1,09/09/2018,09/05/2018,273,277,Middle,High,Middle->High,S
